,year,state,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Gender
348,1986,Tennessee,Ashley,Jessica,Amanda,Jennifer,Brittany,girl
349,1986,Texas,Ashley,Jessica,Amanda,Jennifer,Sarah,girl
350,1986,Utah,Jessica,Amanda,Ashley,Jennifer,Megan,girl
351,1986,Vermont,Ashley,Jessica,Amanda,Sarah,Jennifer,girl
352,1986,Virginia,Ashley,Jessica,Amanda,Jennifer,Sarah,girl
353,1986,Washington,Jessica,Ashley,Amanda,Jennifer,Sarah,girl
354,1986,West Virginia,Ashley,Jessica,Amanda,Jennifer,Brittany,girl
355,1986,Wisconsin,Amanda,Ashley,Jessica,Jennifer,Sarah,girl
356,1986,Wyoming,Jessica,Ashley,Amanda,Jennifer,Sarah,girl
357,1987,Alabama,Ashley,Jessica,Amanda,Brittany,Jennifer,girl
358,1987,Alaska,Jessica,Amanda,Ashley,Sarah,Jennifer,girl
359,1987,Arizona,Jessica,Ashley,Amanda,Jennifer,Sarah,girl
360,1987,Arkansas,Ashley,Jessica,Amanda,Jennifer,Sarah,girl
361,1987,California,Jessica,Ashley,Jennifer,Amanda,Stephanie,girl
362,1987,Colorado,Jessica,Ashley,Amanda,Sarah,Jennifer,girl
363,1987,Connecticut,Jessica,Ashley,Amanda,Jennifer,Sarah,girl
364,1987,Delaware,Jessica,Ashley,Amanda,Jennifer,Sarah,girl
365,1987,Dist. of Columbia,Ashley,Jessica,Jennifer,Sarah,Brittany,girl
366,1987,Florida,Jessica,Ashley,Amanda,Jennifer,Brittany,girl
367,1987,Georgia,Jessica,Ashley,Brittany,Amanda,Jennifer,girl
368,1987,Hawaii,Ashley,Jessica,Nicole,Jennifer,Amanda,girl
369,1987,Idaho,Jessica,Ashley,Amanda,Sarah,Jennifer,girl
370,1987,Illinois,Ashley,Jessica,Amanda,Jennifer,Sarah,girl
371,1987,Indiana,Ashley,Jessica,Amanda,Brittany,Sarah,girl
372,1987,Iowa,Ashley,Jessica,Amanda,Sarah,Jennifer,girl
373,1987,Kansas,Ashley,Jessica,Amanda,Sarah,Jennifer,girl
374,1987,Kentucky,Ashley,Jessica,Amanda,Brittany,Sarah,girl
375,1987,Louisiana,Ashley,Jessica,Brittany,Amanda,Sarah,girl
376,1987,Maine,Ashley,Amanda,Jessica,Sarah,Jennifer,girl
377,1987,Maryland,Ashley,Jessica,Amanda,Jennifer,Brittany,girl
378,1987,Massachusetts,Jessica,Amanda,Ashley,Jennifer,Sarah,girl
379,1987,Michigan,Ashley,Jessica,Amanda,Jennifer,Sarah,girl
380,1987,Minnesota,Ashley,Amanda,Jessica,Sarah,Jennifer,girl
381,1987,Mississippi,Jessica,Ashley,Brittany,Amanda,Jennifer,girl
382,1987,Missouri,Jessica,Ashley,Amanda,Sarah,Jennifer,girl
383,1987,Montana,Ashley,Amanda,Jessica,Sarah,Kayla,girl
384,1987,Nebraska,Ashley,Jessica,Amanda,Sarah,Jennifer,girl
385,1987,Nevada,Jessica,Ashley,Amanda,Sarah,Jennifer,girl
386,1987,New Hampshire,Amanda,Ashley,Jessica,Sarah,Jennifer,girl
387,1987,New Jersey,Jessica,Ashley,Amanda,Jennifer,Nicole,girl
388,1987,New Mexico,Amanda,Jessica,Ashley,Jennifer,Sarah,girl
389,1987,New York,Jessica,Jennifer,Amanda,Ashley,Nicole,girl
390,1987,North Carolina,Ashley,Jessica,Amanda,Brittany,Jennifer,girl
391,1987,North Dakota,Ashley,Jessica,Amanda,Kayla,Sarah,girl
392,1987,Ohio,Ashley,Jessica,Amanda,Sarah,Brittany,girl
393,1987,Oklahoma,Ashley,Jessica,Amanda,Sarah,Jennifer,girl
394,1987,Oregon,Ashley,Jessica,Amanda,Sarah,Jennifer,girl
395,1987,Pennsylvania,Ashley,Amanda,Jessica,Jennifer,Nicole,girl
396,1987,Rhode Island,Ashley,Amanda,Jessica,Jennifer,Kayla,girl
397,1987,South Carolina,Ashley,Jessica,Amanda,Brittany,Jennifer,girl
398,1987,South Dakota,Ashley,Amanda,Jessica,Sarah,Jennifer,girl
399,1987,Tennessee,Ashley,Jessica,Amanda,Brittany,Jennifer,girl
400,1987,Texas,Jessica,Ashley,Amanda,Jennifer,Sarah,girl
401,1987,Utah,Jessica,Ashley,Amanda,Sarah,Heather,girl
402,1987,Vermont,Ashley,Amanda,Jessica,Sarah,Emily,girl
403,1987,Virginia,Ashley,Jessica,Amanda,Sarah,Jennifer,girl
404,1987,Washington,Jessica,Ashley,Amanda,Sarah,Jennifer,girl
405,1987,West Virginia,Ashley,Jessica,Amanda,Brittany,Sarah,girl
406,1987,Wisconsin,Ashley,Amanda,Jessica,Jennifer,Sarah,girl
407,1987,Wyoming,Ashley,Jessica,Amanda,Jennifer,Sarah,girl
408,1988,Alabama,Jessica,Ashley,Brittany,Amanda,Tiffany,girl
409,1988,Alaska,Jessica,Amanda,Ashley,Jennifer,Sarah,girl
410,1988,Arizona,Jessica,Ashley,Amanda,Sarah,Jennifer,girl
411,1988,Arkansas,Jessica,Ashley,Amanda,Brittany,Sarah,girl
412,1988,California,Jessica,Ashley,Jennifer,Amanda,Stephanie,girl
413,1988,Colorado,Jessica,Ashley,Amanda,Sarah,Jennifer,girl
414,1988,Connecticut,Jessica,Ashley,Amanda,Sarah,Nicole,girl
415,1988,Delaware,Ashley,Jessica,Amanda,Brittany,Sarah,girl
416,1988,Dist. of Columbia,Ashley,Jessica,Brittany,Sarah,Lauren,girl
417,1988,Florida,Ashley,Jessica,Amanda,Brittany,Jennifer,girl
418,1988,Georgia,Jessica,Ashley,Brittany,Amanda,Tiffany,girl
419,1988,Hawaii,Ashley,Jessica,Nicole,Jennifer,Sarah,girl
420,1988,Idaho,Jessica,Amanda,Ashley,Sarah,Jennifer,girl
421,1988,Illinois,Jessica,Ashley,Amanda,Jennifer,Sarah,girl
422,1988,Indiana,Ashley,Jessica,Amanda,Brittany,Sarah,girl
423,1988,Iowa,Ashley,Amanda,Jessica,Sarah,Megan,girl
424,1988,Kansas,Jessica,Ashley,Amanda,Sarah,Megan,girl
425,1988,Kentucky,Ashley,Jessica,Amanda,Brittany,Sarah,girl
426,1988,Louisiana,Ashley,Jessica,Brittany,Amanda,Lauren,girl
427,1988,Maine,Ashley,Amanda,Jessica,Sarah,Samantha,girl
428,1988,Maryland,Ashley,Jessica,Amanda,Brittany,Sarah,girl
429,1988,Massachusetts,Jessica,Ashley,Amanda,Sarah,Nicole,girl
430,1988,Michigan,Ashley,Jessica,Amanda,Sarah,Nicole,girl
431,1988,Minnesota,Ashley,Amanda,Jessica,Sarah,Jennifer,girl
432,1988,Mississippi,Jessica,Ashley,Brittany,Amanda,Tiffany,girl
433,1988,Missouri,Ashley,Jessica,Amanda,Sarah,Brittany,girl
434,1988,Montana,Jessica,Amanda,Ashley,Sarah,Kayla,girl
435,1988,Nebraska,Ashley,Jessica,Amanda,Sarah,Megan,girl
436,1988,Nevada,Jessica,Ashley,Amanda,Jennifer,Brittany,girl
437,1988,New Hampshire,Ashley,Jessica,Amanda,Sarah,Samantha,girl
438,1988,New Jersey,Jessica,Ashley,Amanda,Nicole,Jennifer,girl
439,1988,New Mexico,Amanda,Jessica,Ashley,Samantha,Sarah,girl
440,1988,New York,Jessica,Amanda,Ashley,Jennifer,Nicole,girl
441,1988,North Carolina,Ashley,Jessica,Brittany,Amanda,Tiffany,girl
442,1988,North Dakota,Amanda,Ashley,Jessica,Kayla,Sarah,girl
443,1988,Ohio,Ashley,Jessica,Amanda,Brittany,Sarah,girl
444,1988,Oklahoma,Jessica,Ashley,Amanda,Sarah,Brittany,girl
445,1988,Oregon,Jessica,Amanda,Ashley,Sarah,Jennifer,girl
446,1988,Pennsylvania,Ashley,Amanda,Jessica,Nicole,Sarah,girl
447,1988,Rhode Island,Amanda,Ashley,Jessica,Sarah,Nicole,girl
448,1988,South Carolina,Jessica,Ashley,Brittany,Amanda,Tiffany,girl
449,1988,South Dakota,Ashley,Amanda,Jessica,Megan,Kayla,girl
450,1988,Tennessee,Jessica,Ashley,Brittany,Amanda,Sarah,girl
451,1988,Texas,Jessica,Ashley,Amanda,Jennifer,Sarah,girl
452,1988,Utah,Jessica,Ashley,Amanda,Megan,Sarah,girl
453,1988,Vermont,Ashley,Amanda,Jessica,Sarah,Elizabeth,girl
454,1988,Virginia,Ashley,Jessica,Amanda,Brittany,Sarah,girl
455,1988,Washington,Jessica,Ashley,Amanda,Sarah,Jennifer,girl
456,1988,West Virginia,Ashley,Jessica,Amanda,Brittany,Kayla,girl
457,1988,Wisconsin,Ashley,Amanda,Jessica,Sarah,Nicole,girl
458,1988,Wyoming,Jessica,Ashley,Amanda,Sarah,Samantha,girl
459,1989,Alabama,Ashley,Jessica,Brittany,Tiffany,Amanda,girl
460,1989,Alaska,Jessica,Ashley,Amanda,Sarah,Samantha,girl
461,1989,Arizona,Jessica,Ashley,Amanda,Brittany,Sarah,girl
462,1989,Arkansas,Ashley,Jessica,Brittany,Amanda,Sarah,girl
463,1989,California,Jessica,Ashley,Amanda,Jennifer,Stephanie,girl
464,1989,Colorado,Ashley,Jessica,Amanda,Sarah,Brittany,girl
465,1989,Connecticut,Jessica,Ashley,Amanda,Sarah,Nicole,girl
466,1989,Delaware,Ashley,Jessica,Amanda,Brittany,Lauren,girl
467,1989,Dist. of Columbia,Ashley,Brittany,Jessica,Jasmine,Elizabeth,girl
468,1989,Florida,Ashley,Jessica,Brittany,Amanda,Stephanie,girl
469,1989,Georgia,Brittany,Ashley,Jessica,Amanda,Tiffany,girl
470,1989,Hawaii,Ashley,Jessica,Nicole,Brittany,Sarah,girl
471,1989,Idaho,Jessica,Ashley,Amanda,Sarah,Brittany,girl
472,1989,Illinois,Ashley,Jessica,Amanda,Brittany,Sarah,girl
473,1989,Indiana,Ashley,Jessica,Brittany,Amanda,Sarah,girl
474,1989,Iowa,Ashley,Jessica,Amanda,Samantha,Megan,girl
475,1989,Kansas,Jessica,Ashley,Amanda,Sarah,Samantha,girl
476,1989,Kentucky,Brittany,Ashley,Jessica,Amanda,Sarah,girl
477,1989,Louisiana,Brittany,Ashley,Jessica,Amanda,Lauren,girl
478,1989,Maine,Ashley,Jessica,Amanda,Sarah,Brittany,girl
479,1989,Maryland,Ashley,Brittany,Jessica,Amanda,Sarah,girl
480,1989,Massachusetts,Ashley,Jessica,Amanda,Sarah,Samantha,girl
481,1989,Michigan,Ashley,Jessica,Amanda,Brittany,Sarah,girl
482,1989,Minnesota,Ashley,Amanda,Jessica,Sarah,Brittany,girl
483,1989,Mississippi,Brittany,Ashley,Jessica,Amanda,Courtney,girl
484,1989,Missouri,Jessica,Ashley,Brittany,Amanda,Sarah,girl
485,1989,Montana,Ashley,Jessica,Amanda,Brittany,Samantha,girl
486,1989,Nebraska,Ashley,Jessica,Amanda,Megan,Brittany,girl
487,1989,Nevada,Jessica,Ashley,Amanda,Brittany,Sarah,girl
488,1989,New Hampshire,Jessica,Amanda,Ashley,Samantha,Sarah,girl
489,1989,New Jersey,Jessica,Ashley,Amanda,Stephanie,Nicole,girl
490,1989,New Mexico,Ashley,Jessica,Amanda,Samantha,Sarah,girl
491,1989,New York,Jessica,Amanda,Ashley,Nicole,Samantha,girl
492,1989,North Carolina,Brittany,Ashley,Jessica,Amanda,Sarah,girl
493,1989,North Dakota,Ashley,Amanda,Jessica,Samantha,Brittany,girl
494,1989,Ohio,Ashley,Brittany,Jessica,Amanda,Sarah,girl
495,1989,Oklahoma,Ashley,Jessica,Brittany,Amanda,Sarah,girl
496,1989,Oregon,Ashley,Jessica,Amanda,Sarah,Brittany,girl
497,1989,Pennsylvania,Ashley,Amanda,Jessica,Brittany,Sarah,girl
498,1989,Rhode Island,Amanda,Ashley,Jessica,Kayla,Nicole,girl
499,1989,South Carolina,Brittany,Ashley,Jessica,Amanda,Amber,girl
500,1989,South Dakota,Ashley,Amanda,Jessica,Brittany,Sarah,girl
501,1989,Tennessee,Jessica,Ashley,Brittany,Amanda,Sarah,girl
502,1989,Texas,Ashley,Jessica,Amanda,Brittany,Sarah,girl
503,1989,Utah,Jessica,Ashley,Amanda,Sarah,Megan,girl
504,1989,Vermont,Amanda,Sarah,Ashley,Jessica,Samantha,girl
505,1989,Virginia,Jessica,Brittany,Ashley,Amanda,Sarah,girl
506,1989,Washington,Jessica,Ashley,Amanda,Sarah,Brittany,girl
507,1989,West Virginia,Brittany,Jessica,Ashley,Amanda,Kayla,girl
508,1989,Wisconsin,Ashley,Amanda,Brittany,Jessica,Samantha,girl
509,1989,Wyoming,Jessica,Ashley,Sarah,Amanda,Brittany,girl
510,1990,Alabama,Ashley,Brittany,Jessica,Kayla,Amanda,girl
511,1990,Alaska,Jessica,Ashley,Amanda,Brittany,Samantha,girl
512,1990,Arizona,Jessica,Ashley,Amanda,Brittany,Stephanie,girl
513,1990,Arkansas,Jessica,Ashley,Brittany,Amanda,Sarah,girl
514,1990,California,Jessica,Ashley,Stephanie,Amanda,Jennifer,girl
515,1990,Colorado,Jessica,Ashley,Amanda,Brittany,Sarah,girl
516,1990,Connecticut,Jessica,Ashley,Amanda,Nicole,Stephanie,girl
517,1990,Delaware,Jessica,Brittany,Ashley,Amanda,Samantha,girl
518,1990,Dist. of Columbia,Ashley,Brittany,Jasmine,Jessica,Sarah,girl
519,1990,Florida,Ashley,Jessica,Brittany,Amanda,Stephanie,girl
520,1990,Georgia,Ashley,Brittany,Jessica,Amanda,Amber,girl
521,1990,Hawaii,Ashley,Jessica,Nicole,Brittany,Jennifer,girl
522,1990,Idaho,Jessica,Ashley,Amanda,Megan,Sarah,girl
523,1990,Illinois,Jessica,Ashley,Brittany,Amanda,Samantha,girl
524,1990,Indiana,Jessica,Ashley,Brittany,Amanda,Megan,girl
525,1990,Iowa,Ashley,Jessica,Amanda,Samantha,Emily,girl
526,1990,Kansas,Ashley,Jessica,Amanda,Sarah,Samantha,girl
527,1990,Kentucky,Brittany,Jessica,Ashley,Amanda,Kayla,girl
528,1990,Louisiana,Brittany,Ashley,Jessica,Lauren,Courtney,girl
529,1990,Maine,Ashley,Jessica,Amanda,Brittany,Sarah,girl
530,1990,Maryland,Brittany,Ashley,Jessica,Amanda,Sarah,girl
531,1990,Massachusetts,Jessica,Ashley,Amanda,Samantha,Sarah,girl
532,1990,Michigan,Ashley,Jessica,Amanda,Brittany,Samantha,girl
533,1990,Minnesota,Ashley,Amanda,Jessica,Samantha,Brittany,girl
534,1990,Mississippi,Brittany,Ashley,Jessica,Jasmine,Kayla,girl
535,1990,Missouri,Ashley,Jessica,Brittany,Amanda,Sarah,girl
536,1990,Montana,Jessica,Ashley,Amanda,Sarah,Kayla,girl
537,1990,Nebraska,Ashley,Jessica,Amanda,Megan,Brittany,girl
538,1990,Nevada,Ashley,Jessica,Amanda,Brittany,Samantha,girl
539,1990,New Hampshire,Jessica,Ashley,Sarah,Amanda,Samantha,girl
540,1990,New Jersey,Jessica,Ashley,Amanda,Stephanie,Samantha,girl
541,1990,New Mexico,Jessica,Amanda,Ashley,Samantha,Brittany,girl
542,1990,New York,Jessica,Ashley,Amanda,Stephanie,Samantha,girl
543,1990,North Carolina,Brittany,Ashley,Jessica,Amanda,Sarah,girl
544,1990,North Dakota,Ashley,Samantha,Brittany,Amanda,Jessica,girl
545,1990,Ohio,Ashley,Brittany,Jessica,Amanda,Sarah,girl
546,1990,Oklahoma,Jessica,Ashley,Brittany,Sarah,Amanda,girl
547,1990,Oregon,Jessica,Ashley,Amanda,Sarah,Brittany,girl
548,1990,Pennsylvania,Ashley,Jessica,Amanda,Brittany,Samantha,girl
549,1990,Rhode Island,Ashley,Jessica,Amanda,Brittany,Kayla,girl
550,1990,South Carolina,Brittany,Ashley,Jessica,Amanda,Kayla,girl
551,1990,South Dakota,Ashley,Amanda,Sarah,Brittany,Jessica,girl
552,1990,Tennessee,Jessica,Brittany,Ashley,Kayla,Amanda,girl
553,1990,Texas,Ashley,Jessica,Amanda,Brittany,Stephanie,girl
554,1990,Utah,Jessica,Ashley,Amanda,Megan,Sarah,girl
555,1990,Vermont,Ashley,Brittany,Jessica,Samantha,Sarah,girl
556,1990,Virginia,Brittany,Jessica,Ashley,Amanda,Sarah,girl
557,1990,Washington,Jessica,Ashley,Amanda,Sarah,Brittany,girl
558,1990,West Virginia,Brittany,Ashley,Jessica,Kayla,Amanda,girl
559,1990,Wisconsin,Ashley,Amanda,Samantha,Jessica,Brittany,girl
560,1990,Wyoming,Ashley,Jessica,Amanda,Brittany,Samantha,girl
561,1991,Alabama,Ashley,Jessica,Brittany,Kayla,Jasmine,girl
562,1991,Alaska,Jessica,Ashley,Amanda,Sarah,Samantha,girl
563,1991,Arizona,Ashley,Jessica,Amanda,Samantha,Sarah,girl
564,1991,Arkansas,Ashley,Jessica,Brittany,Sarah,Kayla,girl
565,1991,California,Jessica,Ashley,Stephanie,Jennifer,Amanda,girl
566,1991,Colorado,Jessica,Ashley,Amanda,Sarah,Brittany,girl
567,1991,Connecticut,Ashley,Jessica,Amanda,Sarah,Samantha,girl
568,1991,Delaware,Ashley,Amanda,Jessica,Brittany,Samantha,girl
569,1991,Dist. of Columbia,Ashley,Jasmine,Brittany,Jessica,Sarah,girl
570,1991,Florida,Ashley,Jessica,Brittany,Amanda,Stephanie,girl
571,1991,Georgia,Ashley,Jessica,Brittany,Kayla,Jasmine,girl
572,1991,Hawaii,Ashley,Jessica,Nicole,Chelsea,Kayla,girl
573,1991,Idaho,Jessica,Ashley,Amanda,Sarah,Samantha,girl
574,1991,Illinois,Jessica,Ashley,Samantha,Brittany,Sarah,girl
575,1991,Indiana,Ashley,Jessica,Brittany,Sarah,Amanda,girl
576,1991,Iowa,Ashley,Jessica,Emily,Amanda,Megan,girl
577,1991,Kansas,Jessica,Ashley,Amanda,Sarah,Emily,girl
578,1991,Kentucky,Ashley,Brittany,Jessica,Kayla,Sarah,girl
579,1991,Louisiana,Ashley,Brittany,Jessica,Jasmine,Lauren,girl
580,1991,Maine,Ashley,Sarah,Samantha,Jessica,Emily,girl
581,1991,Maryland,Ashley,Jessica,Brittany,Sarah,Amanda,girl
582,1991,Massachusetts,Ashley,Jessica,Amanda,Sarah,Samantha,girl
583,1991,Michigan,Ashley,Jessica,Samantha,Amanda,Brittany,girl
584,1991,Minnesota,Ashley,Samantha,Jessica,Emily,Amanda,girl
585,1991,Mississippi,Ashley,Brittany,Jessica,Jasmine,Kayla,girl
586,1991,Missouri,Ashley,Jessica,Brittany,Amanda,Sarah,girl
587,1991,Montana,Jessica,Ashley,Amanda,Kayla,Shelby,girl
588,1991,Nebraska,Jessica,Ashley,Amanda,Sarah,Emily,girl
589,1991,Nevada,Ashley,Jessica,Amanda,Sarah,Samantha,girl
590,1991,New Hampshire,Sarah,Ashley,Jessica,Samantha,Emily,girl
591,1991,New Jersey,Jessica,Ashley,Amanda,Samantha,Stephanie,girl
592,1991,New Mexico,Ashley,Amanda,Jessica,Samantha,Stephanie,girl
593,1991,New York,Ashley,Jessica,Amanda,Stephanie,Samantha,girl
594,1991,North Carolina,Brittany,Ashley,Jessica,Sarah,Amanda,girl
595,1991,North Dakota,Ashley,Jessica,Kayla,Amanda,Samantha,girl
596,1991,Ohio,Ashley,Jessica,Brittany,Sarah,Amanda,girl
597,1991,Oklahoma,Ashley,Jessica,Brittany,Sarah,Amanda,girl
598,1991,Oregon,Ashley,Jessica,Amanda,Sarah,Kayla,girl
599,1991,Pennsylvania,Ashley,Jessica,Amanda,Brittany,Samantha,girl
600,1991,Rhode Island,Amanda,Ashley,Jessica,Stephanie,Kayla,girl
601,1991,South Carolina,Ashley,Brittany,Jessica,Kayla,Amber,girl
602,1991,South Dakota,Ashley,Samantha,Amanda,Kayla,Brittany,girl
603,1991,Tennessee,Ashley,Jessica,Brittany,Kayla,Sarah,girl
604,1991,Texas,Ashley,Jessica,Amanda,Brittany,Stephanie,girl
605,1991,Utah,Jessica,Ashley,Sarah,Amanda,Megan,girl
606,1991,Vermont,Ashley,Jessica,Samantha,Elizabeth,Amanda,girl
607,1991,Virginia,Ashley,Jessica,Brittany,Sarah,Amanda,girl
608,1991,Washington,Jessica,Ashley,Amanda,Sarah,Samantha,girl
609,1991,West Virginia,Brittany,Ashley,Jessica,Kayla,Samantha,girl
610,1991,Wisconsin,Ashley,Amanda,Samantha,Jessica,Brittany,girl
611,1991,Wyoming,Jessica,Ashley,Amanda,Sarah,Brittany,girl
612,1992,Alabama,Jessica,Ashley,Brittany,Kayla,Jasmine,girl
613,1992,Alaska,Jessica,Ashley,Amanda,Sarah,Emily,girl
614,1992,Arizona,Jessica,Ashley,Samantha,Amanda,Sarah,girl
615,1992,Arkansas,Jessica,Ashley,Brittany,Sarah,Emily,girl
616,1992,California,Jessica,Ashley,Stephanie,Jennifer,Elizabeth,girl
617,1992,Colorado,Jessica,Ashley,Sarah,Amanda,Brittany,girl
618,1992,Connecticut,Jessica,Ashley,Sarah,Amanda,Emily,girl
619,1992,Delaware,Jessica,Ashley,Amanda,Samantha,Brittany,girl
620,1992,Dist. of Columbia,Ashley,Jasmine,Jessica,Brittany,Elizabeth,girl
621,1992,Florida,Ashley,Jessica,Brittany,Amanda,Samantha,girl
622,1992,Georgia,Ashley,Brittany,Jessica,Kayla,Amber,girl
623,1992,Hawaii,Ashley,Jessica,Nicole,Sarah,Chelsea,girl
624,1992,Idaho,Jessica,Ashley,Amanda,Samantha,Sarah,girl
625,1992,Illinois,Jessica,Ashley,Samantha,Sarah,Brittany,girl
626,1992,Indiana,Ashley,Jessica,Brittany,Sarah,Emily,girl
627,1992,Iowa,Ashley,Jessica,Emily,Samantha,Megan,girl
628,1992,Kansas,Ashley,Jessica,Emily,Amanda,Sarah,girl
629,1992,Kentucky,Ashley,Brittany,Jessica,Kayla,Sarah,girl
630,1992,Louisiana,Ashley,Brittany,Jessica,Lauren,Megan,girl
631,1992,Maine,Ashley,Sarah,Emily,Jessica,Kayla,girl
632,1992,Maryland,Ashley,Jessica,Sarah,Brittany,Amanda,girl
633,1992,Massachusetts,Jessica,Ashley,Sarah,Samantha,Amanda,girl
634,1992,Michigan,Ashley,Jessica,Samantha,Emily,Sarah,girl
635,1992,Minnesota,Ashley,Emily,Samantha,Jessica,Amanda,girl
636,1992,Mississippi,Ashley,Jessica,Brittany,Jasmine,Kayla,girl
637,1992,Missouri,Jessica,Ashley,Brittany,Emily,Samantha,girl
638,1992,Montana,Ashley,Jessica,Amanda,Sarah,Samantha,girl
639,1992,Nebraska,Ashley,Emily,Jessica,Sarah,Amanda,girl
640,1992,Nevada,Jessica,Ashley,Amanda,Samantha,Sarah,girl
641,1992,New Hampshire,Sarah,Samantha,Ashley,Emily,Jessica,girl
642,1992,New Jersey,Jessica,Ashley,Amanda,Nicole,Samantha,girl
643,1992,New Mexico,Ashley,Jessica,Samantha,Amanda,Stephanie,girl
644,1992,New York,Ashley,Jessica,Samantha,Amanda,Stephanie,girl
645,1992,North Carolina,Ashley,Brittany,Jessica,Sarah,Amanda,girl
646,1992,North Dakota,Ashley,Samantha,Megan,Brittany,Jessica,girl
647,1992,Ohio,Ashley,Jessica,Brittany,Sarah,Emily,girl
648,1992,Oklahoma,Ashley,Jessica,Brittany,Sarah,Taylor,girl
649,1992,Oregon,Jessica,Ashley,Amanda,Emily,Sarah,girl
650,1992,Pennsylvania,Ashley,Jessica,Samantha,Amanda,Emily,girl
651,1992,Rhode Island,Ashley,Jessica,Amanda,Sarah,Samantha,girl
652,1992,South Carolina,Ashley,Brittany,Jessica,Amber,Kayla,girl
653,1992,South Dakota,Ashley,Jessica,Samantha,Amanda,Emily,girl
654,1992,Tennessee,Ashley,Jessica,Brittany,Kayla,Sarah,girl
655,1992,Texas,Ashley,Jessica,Amanda,Sarah,Brittany,girl
656,1992,Utah,Jessica,Ashley,Sarah,Samantha,Megan,girl
657,1992,Vermont,Ashley,Samantha,Emily,Jessica,Sarah,girl
658,1992,Virginia,Ashley,Jessica,Brittany,Sarah,Emily,girl
659,1992,Washington,Jessica,Ashley,Sarah,Amanda,Samantha,girl
660,1992,West Virginia,Brittany,Ashley,Jessica,Kayla,Samantha,girl
661,1992,Wisconsin,Ashley,Samantha,Amanda,Jessica,Emily,girl
662,1992,Wyoming,Ashley,Jessica,Amanda,Brittany,Sarah,girl
663,1993,Alabama,Ashley,Jessica,Brittany,Kayla,Amber,girl
664,1993,Alaska,Jessica,Ashley,Sarah,Samantha,Amanda,girl
665,1993,Arizona,Jessica,Ashley,Samantha,Amanda,Sarah,girl
666,1993,Arkansas,Ashley,Jessica,Sarah,Brittany,Taylor,girl
667,1993,California,Jessica,Ashley,Stephanie,Jennifer,Elizabeth,girl
668,1993,Colorado,Jessica,Ashley,Sarah,Taylor,Samantha,girl
669,1993,Connecticut,Emily,Sarah,Ashley,Jessica,Nicole,girl
670,1993,Delaware,Jessica,Ashley,Emily,Brittany,Lauren,girl
671,1993,Dist. of Columbia,Ashley,Jasmine,Sarah,Jessica,Alexis,girl
672,1993,Florida,Ashley,Jessica,Brittany,Samantha,Sarah,girl
673,1993,Georgia,Ashley,Jessica,Brittany,Taylor,Sarah,girl
674,1993,Hawaii,Ashley,Jessica,Nicole,Jasmine,Kayla,girl
675,1993,Idaho,Jessica,Ashley,Taylor,Amanda,Samantha,girl
676,1993,Illinois,Jessica,Ashley,Samantha,Emily,Sarah,girl
677,1993,Indiana,Ashley,Jessica,Taylor,Emily,Brittany,girl
678,1993,Iowa,Ashley,Jessica,Taylor,Emily,Samantha,girl
679,1993,Kansas,Ashley,Jessica,Taylor,Emily,Sarah,girl
680,1993,Kentucky,Ashley,Brittany,Jessica,Sarah,Kayla,girl
681,1993,Louisiana,Ashley,Brittany,Taylor,Jessica,Jasmine,girl
682,1993,Maine,Emily,Sarah,Ashley,Jessica,Taylor,girl
683,1993,Maryland,Ashley,Jessica,Sarah,Brittany,Emily,girl
684,1993,Massachusetts,Sarah,Emily,Jessica,Samantha,Ashley,girl
685,1993,Michigan,Ashley,Jessica,Samantha,Emily,Sarah,girl
686,1993,Minnesota,Ashley,Emily,Samantha,Sarah,Jessica,girl
687,1993,Mississippi,Ashley,Brittany,Jessica,Jasmine,Amber,girl
688,1993,Missouri,Jessica,Ashley,Taylor,Emily,Samantha,girl
689,1993,Montana,Jessica,Ashley,Taylor,Emily,Samantha,girl
690,1993,Nebraska,Ashley,Jessica,Emily,Taylor,Samantha,girl
691,1993,Nevada,Ashley,Jessica,Samantha,Taylor,Sarah,girl
692,1993,New Hampshire,Emily,Sarah,Ashley,Samantha,Jessica,girl
693,1993,New Jersey,Jessica,Nicole,Ashley,Samantha,Amanda,girl
694,1993,New Mexico,Ashley,Jessica,Amanda,Samantha,Sarah,girl
695,1993,New York,Ashley,Jessica,Samantha,Amanda,Nicole,girl
696,1993,North Carolina,Ashley,Brittany,Jessica,Taylor,Sarah,girl
697,1993,North Dakota,Samantha,Ashley,Jessica,Taylor,Brittany,girl
698,1993,Ohio,Ashley,Jessica,Emily,Taylor,Sarah,girl
699,1993,Oklahoma,Ashley,Jessica,Taylor,Brittany,Sarah,girl
700,1993,Oregon,Jessica,Ashley,Emily,Sarah,Samantha,girl
701,1993,Pennsylvania,Ashley,Jessica,Emily,Samantha,Sarah,girl
702,1993,Rhode Island,Ashley,Samantha,Jessica,Sarah,Stephanie,girl
703,1993,South Carolina,Ashley,Jessica,Brittany,Taylor,Amber,girl
704,1993,South Dakota,Ashley,Samantha,Jessica,Taylor,Emily,girl
705,1993,Tennessee,Ashley,Jessica,Brittany,Sarah,Kayla,girl
706,1993,Texas,Ashley,Jessica,Sarah,Taylor,Stephanie,girl
707,1993,Utah,Jessica,Ashley,Sarah,Megan,Emily,girl
708,1993,Vermont,Emily,Ashley,Sarah,Amanda,Elizabeth,girl
